	mean_abundance	occurrence	predicted_occurrence	lower_conf_int	upper_conf_int
Weissella_confusa	0.0004761904761904762	0.023809523809523808	0.001968965814757695	4.0655976749133516e-05	0.08736607260940502
Streptococcus_sp_263_SSPC	0.0004761904761904762	0.023809523809523808	0.001968965814757695	4.0655976749133516e-05	0.08736607260940502
Stomatobaculum_longum	0.0004761904761904762	0.023809523809523808	0.001968965814757695	4.0655976749133516e-05	0.08736607260940502
Solobacterium_SGB6833	0.0004761904761904762	0.023809523809523808	0.001968965814757695	4.0655976749133516e-05	0.08736607260940502
Veillonella_parvula	0.0004761904761904762	0.023809523809523808	0.001968965814757695	4.0655976749133516e-05	0.08736607260940502
Neisseria_cinerea	0.0004761904761904762	0.023809523809523808	0.001968965814757695	4.0655976749133516e-05	0.08736607260940502
Capnocytophaga_leadbetteri	0.0004761904761904762	0.023809523809523808	0.001968965814757695	4.0655976749133516e-05	0.08736607260940502
Lancefieldella_parvula	0.0004761904761904762	0.023809523809523808	0.001968965814757695	4.0655976749133516e-05	0.08736607260940502
Eubacterium_sulci	0.0004761904761904762	0.023809523809523808	0.001968965814757695	4.0655976749133516e-05	0.08736607260940502
GGB4308_SGB5895	0.0004761904761904762	0.023809523809523808	0.001968965814757695	4.0655976749133516e-05	0.08736607260940502
GGB4538_SGB6256	0.0009523809523809524	0.047619047619047616	0.00393488457299751	0.00015614060523342493	0.09085294226763893
GGB4395_SGB6050	0.0009523809523809524	0.023809523809523808	0.00393488457299751	0.00015614060523342493	0.09085294226763893
Actinomyces_graevenitzii	0.0009523809523809524	0.023809523809523808	0.00393488457299751	0.00015614060523342493	0.09085294226763893
GGB1202_SGB1567	0.0009523809523809524	0.023809523809523808	0.00393488457299751	0.00015614060523342493	0.09085294226763893
Aggregatibacter_aphrophilus	0.0009523809523809524	0.023809523809523808	0.00393488457299751	0.00015614060523342493	0.09085294226763893
Alloprevotella_rava	0.0009523809523809524	0.047619047619047616	0.00393488457299751	0.00015614060523342493	0.09085294226763893
GGB3887_SGB5270	0.0009523809523809524	0.047619047619047616	0.00393488457299751	0.00015614060523342493	0.09085294226763893
Sphingomonas_aerolata	0.0014285714285714286	0.023809523809523808	0.005897758946540765	0.0003380660499466906	0.09426779257176379
Bacteroidaceae_unclassified_SGB1468	0.0014285714285714286	0.07142857142857142	0.005897758946540765	0.0003380660499466906	0.09426779257176379
Veillonella_dispar	0.0019047619047619048	0.047619047619047616	0.007857591610671788	0.0005794843960241769	0.09761757633884176
Streptococcus_gordonii	0.0019047619047619048	0.047619047619047616	0.007857591610671788	0.0005794843960241769	0.09761757633884176
Selenomonas_SGB5880	0.0019047619047619048	0.023809523809523808	0.007857591610671788	0.0005794843960241769	0.09761757633884176
Alloprevotella_tannerae	0.0019047619047619048	0.047619047619047616	0.007857591610671788	0.0005794843960241769	0.09761757633884176
Prevotella_salivae	0.002380952380952381	0.047619047619047616	0.009814385244116042	0.0008745625950557431	0.10090813152578604
Neisseria_sicca	0.002857142857142857	0.047619047619047616	0.011768142529016479	0.0012183461763370582	0.10414441751806616
Streptococcus_parasanguinis	0.0033333333333333335	0.09523809523809523	0.013718866150911002	0.0016065837672536373	0.10733069060928277
Porphyromonas_pasteri	0.0033333333333333335	0.07142857142857142	0.013718866150911002	0.0016065837672536373	0.10733069060928277
Streptococcus_peroris	0.0038095238095238095	0.023809523809523808	0.015666558798708263	0.002035594314530431	0.11047063677987363
Haemophilus_influenzae	0.004285714285714286	0.047619047619047616	0.0176112231646659	0.0025021649472682025	0.1135674738340374
Leptotrichia_wadei	0.004285714285714286	0.07142857142857142	0.0176112231646659	0.0025021649472682025	0.1135674738340374
Gemella_SGB7284	0.004761904761904762	0.07142857142857142	0.019552861944366895	0.003003471253176633	0.11662403112345715
Megasphaera_micronuciformis	0.004761904761904762	0.07142857142857142	0.019552861944366895	0.003003471253176633	0.11662403112345715
Moraxella_osloensis	0.006190476190476191	0.047619047619047616	0.02535965177116417	0.004692148201323042	0.12557572989631152
Haemophilus_haemolyticus	0.006666666666666667	0.14285714285714285	0.02728921522738137	0.005309960279867819	0.12849365456114184
Haemophilus_parainfluenzae	0.010476190476190476	0.21428571428571427	0.04261751720502727	0.011030383266684332	0.15086084918611492
Gemella_haemolysans	0.011904761904761904	0.19047619047619047	0.04831621619765425	0.013462711049428144	0.15887083121844556
Helicobacter_pylori	0.012380952380952381	0.047619047619047616	0.05020981482232434	0.014301822839767414	0.16150155412718187
Haemophilus_paraphrohaemolyticus	0.012857142857142859	0.023809523809523808	0.052100434172551724	0.015154049473084713	0.1641137029632466
Prevotella_pallens	0.013809523809523808	0.14285714285714285	0.05587274605895931	0.016895598368293227	0.16928454749115474
Prevotella_sp_A2879	0.013809523809523808	0.14285714285714285	0.05587274605895931	0.016895598368293227	0.16928454749115474
Streptococcus_infantis	0.014285714285714285	0.11904761904761904	0.05775444410701269	0.01778388189802499	0.17184429201512721
Streptococcus_oralis	0.018095238095238095	0.23809523809523808	0.07270140391493152	0.02525275579276938	0.19176426341817676
Streptococcus_pneumoniae	0.02	0.023809523809523808	0.08010408935018076	0.02919192860667194	0.20138978929750664
Prevotella_jejuni	0.02	0.14285714285714285	0.08010408935018076	0.02919192860667194	0.20138978929750664
Pseudomonas_fluorescens	0.023809523809523808	0.023809523809523808	0.09476876371625809	0.03739188760757825	0.22006141506812185
Veillonella_atypica	0.024285714285714285	0.19047619047619047	0.096588712361388	0.03844285238855724	0.22234532858560355
Rothia_mucilaginosa	0.02666666666666667	0.14285714285714285	0.10564486703095333	0.04377181887675266	0.23361088181413406
Neisseria_subflava	0.030476190476190476	0.14285714285714285	0.11998429341145755	0.052520304164935985	0.25113799610217113
Sphingomonas_melonis	0.03142857142857143	0.11904761904761904	0.1235403646539085	0.05474390637682809	0.2554305474344815
Afipia_birgiae	0.03190476190476191	0.09523809523809523	0.12531409811649452	0.05586058181004219	0.257564065487474
Comamonas_thiooxydans	0.03476190476190476	0.047619047619047616	0.13589644843543014	0.06262290222624417	0.270192869386655
Cutibacterium_acnes	0.039047619047619046	0.07142857142857142	0.15157798507873144	0.07293662819609029	0.2886140290841618
Prevotella_melaninogenica	0.04476190476190476	0.2857142857142857	0.17213158258000383	0.0869282791599808	0.31228483988572203
Streptococcus_salivarius	0.054285714285714284	0.16666666666666666	0.205498356700898	0.11063321411100356	0.3497212625236476
Prevotella_histicola	0.06761904761904762	0.2857142857142857	0.25038373525946067	0.14415615166011195	0.3984464011901506
Haemophilus_parahaemolyticus	0.08571428571428572	0.19047619047619047	0.3079942066788346	0.18947634831275922	0.45869177168395775
Streptococcus_mitis	0.28904761904761905	0.6904761904761905	0.7412482668581494	0.5926526465004232	0.8494112610935565
