	mean_abundance	occurrence	predicted_occurrence	lower_conf_int	upper_conf_int
Actinomyces_SGB17154	0.000392156862745098	0.0196078431372549	0.0021947149521938103	6.0476432914458034e-05	0.07406810864192073
Streptococcus_parasanguinis	0.000392156862745098	0.0196078431372549	0.0021947149521938103	6.0476432914458034e-05	0.07406810864192073
Streptococcus_cristatus	0.000392156862745098	0.0196078431372549	0.0021947149521938103	6.0476432914458034e-05	0.07406810864192073
Prevotella_sp_HJM029	0.000392156862745098	0.0196078431372549	0.0021947149521938103	6.0476432914458034e-05	0.07406810864192073
GGB4964_SGB6927	0.000392156862745098	0.0196078431372549	0.0021947149521938103	6.0476432914458034e-05	0.07406810864192073
GGB4395_SGB6050	0.000392156862745098	0.0196078431372549	0.0021947149521938103	6.0476432914458034e-05	0.07406810864192073
GGB1843_SGB2524	0.000392156862745098	0.0196078431372549	0.0021947149521938103	6.0476432914458034e-05	0.07406810864192073
GGB12763_SGB19797	0.000392156862745098	0.0196078431372549	0.0021947149521938103	6.0476432914458034e-05	0.07406810864192073
Leptotrichia_sp_oral_taxon_212	0.000392156862745098	0.0196078431372549	0.0021947149521938103	6.0476432914458034e-05	0.07406810864192073
Actinomyces_sp_ICM47	0.000392156862745098	0.0196078431372549	0.0021947149521938103	6.0476432914458034e-05	0.07406810864192073
Alloprevotella_SGB1463	0.000392156862745098	0.0196078431372549	0.0021947149521938103	6.0476432914458034e-05	0.07406810864192073
Actinomyces_sp_S6_Spd3	0.000392156862745098	0.0196078431372549	0.0021947149521938103	6.0476432914458034e-05	0.07406810864192073
Alloprevotella_SGB1466	0.000784313725490196	0.0196078431372549	0.004385805658995601	0.00022940764813213221	0.07797440184450155
Selenomonas_SGB5880	0.000784313725490196	0.0392156862745098	0.004385805658995601	0.00022940764813213221	0.07797440184450155
Actinomyces_sp_ICM58	0.000784313725490196	0.0196078431372549	0.004385805658995601	0.00022940764813213221	0.07797440184450155
GGB1088_SGB1395	0.000784313725490196	0.0392156862745098	0.004385805658995601	0.00022940764813213221	0.07797440184450155
Neisseria_sp_oral_taxon_014	0.000784313725490196	0.0196078431372549	0.004385805658995601	0.00022940764813213221	0.07797440184450155
Capnocytophaga_SGB2499	0.000784313725490196	0.0196078431372549	0.004385805658995601	0.00022940764813213221	0.07797440184450155
Veillonella_rogosae	0.001176470588235294	0.058823529411764705	0.0065732741984796395	0.0004913290337795195	0.08178096798317176
