	mean_abundance	occurrence	predicted_occurrence	lower_conf_int	upper_conf_int
Actinomyces_SGB17154	0.00011560693641618497	0.005780346820809248	0.0005893295716814517	1.4862330419848635e-05	0.022860807659373955
GGB4308_SGB5895	0.00011560693641618497	0.005780346820809248	0.0005893295716814517	1.4862330419848635e-05	0.022860807659373955
GGB3394_SGB4498	0.00011560693641618497	0.005780346820809248	0.0005893295716814517	1.4862330419848635e-05	0.022860807659373955
GGB12785_SGB19823	0.00011560693641618497	0.005780346820809248	0.0005893295716814517	1.4862330419848635e-05	0.022860807659373955
GGB1203_SGB1568	0.00011560693641618497	0.005780346820809248	0.0005893295716814517	1.4862330419848635e-05	0.022860807659373955
Neisseria_bacilliformis	0.00011560693641618497	0.005780346820809248	0.0005893295716814517	1.4862330419848635e-05	0.022860807659373955
Faecalibacterium_SGB15346	0.00011560693641618497	0.005780346820809248	0.0005893295716814517	1.4862330419848635e-05	0.022860807659373955
Dialister_invisus	0.00011560693641618497	0.005780346820809248	0.0005893295716814517	1.4862330419848635e-05	0.022860807659373955
Porphyromonas_gingivalis	0.00011560693641618497	0.005780346820809248	0.0005893295716814517	1.4862330419848635e-05	0.022860807659373955
Capnocytophaga_sputigena	0.00011560693641618497	0.005780346820809248	0.0005893295716814517	1.4862330419848635e-05	0.022860807659373955
Prevotella_oulorum	0.00011560693641618497	0.005780346820809248	0.0005893295716814517	1.4862330419848635e-05	0.022860807659373955
Prevotella_pleuritidis	0.00011560693641618497	0.005780346820809248	0.0005893295716814517	1.4862330419848635e-05	0.022860807659373955
Porphyromonas_sp_oral_taxon_278	0.00011560693641618497	0.005780346820809248	0.0005893295716814517	1.4862330419848635e-05	0.022860807659373955
Rothia_dentocariosa	0.00011560693641618497	0.005780346820809248	0.0005893295716814517	1.4862330419848635e-05	0.022860807659373955
Solobacterium_SGB6833	0.00011560693641618497	0.005780346820809248	0.0005893295716814517	1.4862330419848635e-05	0.022860807659373955
Actinomyces_sp_S6_Spd3	0.00011560693641618497	0.005780346820809248	0.0005893295716814517	1.4862330419848635e-05	0.022860807659373955
Trueperella_pyogenes	0.00011560693641618497	0.005780346820809248	0.0005893295716814517	1.4862330419848635e-05	0.022860807659373955
Alloprevotella_rava	0.00011560693641618497	0.005780346820809248	0.0005893295716814517	1.4862330419848635e-05	0.022860807659373955
Sphingopyxis_sp_QXT_31	0.00011560693641618497	0.005780346820809248	0.0005893295716814517	1.4862330419848635e-05	0.022860807659373955
GGB4538_SGB6256	0.00023121387283236994	0.005780346820809248	0.001178392937651429	5.666911371697385e-05	0.023971535615299196
Oribacterium_sinus	0.00023121387283236994	0.011560693641618497	0.001178392937651429	5.666911371697385e-05	0.023971535615299196
Stomatobaculum_longum	0.00023121387283236994	0.011560693641618497	0.001178392937651429	5.666911371697385e-05	0.023971535615299196
Klebsiella_oxytoca	0.00023121387283236994	0.005780346820809248	0.001178392937651429	5.666911371697385e-05	0.023971535615299196
GGB1022_SGB1315	0.00023121387283236994	0.005780346820809248	0.001178392937651429	5.666911371697385e-05	0.023971535615299196
Tannerella_sp_oral_taxon_HOT_286	0.00023121387283236994	0.011560693641618497	0.001178392937651429	5.666911371697385e-05	0.023971535615299196
Prevotella_denticola	0.00023121387283236994	0.005780346820809248	0.001178392937651429	5.666911371697385e-05	0.023971535615299196
Prevotella_fusca	0.00023121387283236994	0.005780346820809248	0.001178392937651429	5.666911371697385e-05	0.023971535615299196
Porphyromonas_endodontalis	0.00023121387283236994	0.005780346820809248	0.001178392937651429	5.666911371697385e-05	0.023971535615299196
GGB1844_SGB2532	0.0003468208092485549	0.005780346820809248	0.0017671901503276688	0.00012192057621422149	0.025058298148527593
Streptococcus_sanguinis	0.0003468208092485549	0.017341040462427744	0.0017671901503276688	0.00012192057621422149	0.025058298148527593
Faecalibacterium_prausnitzii	0.0003468208092485549	0.005780346820809248	0.0017671901503276688	0.00012192057621422149	0.025058298148527593
GGB1088_SGB1395	0.0003468208092485549	0.017341040462427744	0.0017671901503276688	0.00012192057621422149	0.025058298148527593
Streptococcus_cristatus	0.0003468208092485549	0.005780346820809248	0.0017671901503276688	0.00012192057621422149	0.025058298148527593
Alishewanella_aestuarii	0.0003468208092485549	0.011560693641618497	0.0017671901503276688	0.00012192057621422149	0.025058298148527593
Sphingomonas_aerolata	0.0003468208092485549	0.011560693641618497	0.0017671901503276688	0.00012192057621422149	0.025058298148527593
GGB4964_SGB6927	0.0003468208092485549	0.011560693641618497	0.0017671901503276688	0.00012192057621422149	0.025058298148527593
Capnocytophaga_granulosa	0.0003468208092485549	0.011560693641618497	0.0017671901503276688	0.00012192057621422149	0.025058298148527593
Lactobacillus_vaginalis	0.0003468208092485549	0.005780346820809248	0.0017671901503276688	0.00012192057621422149	0.025058298148527593
Prevotella_veroralis	0.00046242774566473987	0.005780346820809248	0.00235572126218464	0.00020781257003345092	0.02612389950960644
Veillonella_rogosae	0.00046242774566473987	0.017341040462427744	0.00235572126218464	0.00020781257003345092	0.02612389950960644
GGB1202_SGB1567	0.00046242774566473987	0.011560693641618497	0.00235572126218464	0.00020781257003345092	0.02612389950960644
Aggregatibacter_segnis	0.00046242774566473987	0.011560693641618497	0.00235572126218464	0.00020781257003345092	0.02612389950960644
Gemella_sanguinis	0.0005780346820809249	0.023121387283236993	0.002943986325753656	0.00031205699078057716	0.027170627905710232
Neisseria_sp_oral_taxon_014	0.0005780346820809249	0.005780346820809248	0.002943986325753656	0.00031205699078057716	0.027170627905710232
Prevotella_nigrescens	0.0005780346820809249	0.011560693641618497	0.002943986325753656	0.00031205699078057716	0.027170627905710232
Limosilactobacillus_fermentum	0.0006936416184971098	0.005780346820809248	0.003531985393623316	0.0004327577547641008	0.02820037952342293
Capnocytophaga_gingivalis	0.0006936416184971098	0.011560693641618497	0.003531985393623316	0.0004327577547641008	0.02820037952342293
Selenomonas_SGB5880	0.0006936416184971098	0.005780346820809248	0.003531985393623316	0.0004327577547641008	0.02820037952342293
Leptotrichia_sp_oral_taxon_215	0.0006936416184971098	0.017341040462427744	0.003531985393623316	0.0004327577547641008	0.02820037952342293
Actinomyces_oris	0.0006936416184971098	0.005780346820809248	0.003531985393623316	0.0004327577547641008	0.02820037952342293
